year,sex,age_band,icd_chapter_code,icd_chapter_name,place,deaths
2023,All people,65-74,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Elsewhere,31
2023,All people,65-74,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Local authority care homes,7
2023,All people,65-74,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",NHS hospices,6
2023,All people,65-74,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",NHS hospitals,951
2023,All people,65-74,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-NHS hospices,48
2023,All people,65-74,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-NHS hospitals,0
2023,All people,65-74,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-local authority care homes,170
2023,All people,65-74,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Other communal establishments,6
2023,All people,65-74,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Private homes,449
2023,All people,65-74,F00 to F99,Chapter 5 - Mental and behavioural disorders,All places,1859
2023,All people,65-74,F00 to F99,Chapter 5 - Mental and behavioural disorders,Elsewhere,9
2023,All people,65-74,F00 to F99,Chapter 5 - Mental and behavioural disorders,Local authority care homes,31
2023,All people,65-74,F00 to F99,Chapter 5 - Mental and behavioural disorders,NHS hospices,1
2023,All people,65-74,F00 to F99,Chapter 5 - Mental and behavioural disorders,NHS hospitals,617
2023,All people,65-74,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-NHS hospices,12
2023,All people,65-74,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-NHS hospitals,0
2023,All people,65-74,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-local authority care homes,833
2023,All people,65-74,F00 to F99,Chapter 5 - Mental and behavioural disorders,Other communal establishments,16
2023,All people,65-74,F00 to F99,Chapter 5 - Mental and behavioural disorders,Private homes,340
2023,All people,65-74,G00 to G99,Chapter 6 - Diseases of the nervous system,All places,4305
2023,All people,65-74,G00 to G99,Chapter 6 - Diseases of the nervous system,Elsewhere,17
2023,All people,65-74,G00 to G99,Chapter 6 - Diseases of the nervous system,Local authority care homes,47
2023,All people,65-74,G00 to G99,Chapter 6 - Diseases of the nervous system,NHS hospices,12
2023,All people,65-74,G00 to G99,Chapter 6 - Diseases of the nervous system,NHS hospitals,1712
2023,All people,65-74,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-NHS hospices,154
2023,All people,65-74,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-NHS hospitals,3
2023,All people,65-74,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-local authority care homes,1344
2023,All people,65-74,G00 to G99,Chapter 6 - Diseases of the nervous system,Other communal establishments,36
2023,All people,65-74,G00 to G99,Chapter 6 - Diseases of the nervous system,Private homes,980
2023,All people,65-74,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,All places,2
2023,All people,65-74,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Elsewhere,0
2023,All people,65-74,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Local authority care homes,0
2023,All people,65-74,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,NHS hospices,0
2023,All people,65-74,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,NHS hospitals,2
2023,All people,65-74,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-NHS hospices,0
2023,All people,65-74,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-NHS hospitals,0
2023,All people,65-74,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-local authority care homes,0
2023,All people,65-74,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Other communal establishments,0
2023,All people,65-74,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Private homes,0
2023,All people,65-74,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,All places,8
2023,All people,65-74,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Elsewhere,0
2023,All people,65-74,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Local authority care homes,0
2023,All people,65-74,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,NHS hospices,0
2023,All people,65-74,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,NHS hospitals,8
2023,All people,65-74,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-NHS hospices,0
2023,All people,65-74,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-NHS hospitals,0
2023,All people,65-74,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-local authority care homes,0
2023,All people,65-74,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Other communal establishments,0
2023,All people,65-74,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Private homes,0
2023,All people,65-74,I00 to I99,Chapter 9 - Diseases of the circulatory system,All places,22097
2023,All people,65-74,I00 to I99,Chapter 9 - Diseases of the circulatory system,Elsewhere,1035
2023,All people,65-74,I00 to I99,Chapter 9 - Diseases of the circulatory system,Local authority care homes,39
2023,All people,65-74,I00 to I99,Chapter 9 - Diseases of the circulatory system,NHS hospices,15
2023,All people,65-74,I00 to I99,Chapter 9 - Diseases of the circulatory system,NHS hospitals,10056
2023,All people,65-74,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-NHS hospices,175
2023,All people,65-74,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-NHS hospitals,10
2023,All people,65-74,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-local authority care homes,896
2023,All people,65-74,I00 to I99,Chapter 9 - Diseases of the circulatory system,Other communal establishments,43
2023,All people,65-74,I00 to I99,Chapter 9 - Diseases of the circulatory system,Private homes,9828
2023,All people,65-74,J00 to J99,Chapter 10 - Diseases of the respiratory system,All places,11278
2023,All people,65-74,J00 to J99,Chapter 10 - Diseases of the respiratory system,Elsewhere,129
2023,All people,65-74,J00 to J99,Chapter 10 - Diseases of the respiratory system,Local authority care homes,17
2023,All people,65-74,J00 to J99,Chapter 10 - Diseases of the respiratory system,NHS hospices,29
2023,All people,65-74,J00 to J99,Chapter 10 - Diseases of the respiratory system,NHS hospitals,6909
2023,All people,65-74,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-NHS hospices,217
2023,All people,65-74,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-NHS hospitals,2
2023,All people,65-74,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-local authority care homes,584
2023,All people,65-74,J00 to J99,Chapter 10 - Diseases of the respiratory system,Other communal establishments,19
2023,All people,65-74,J00 to J99,Chapter 10 - Diseases of the respiratory system,Private homes,3372
2023,All people,65-74,K00 to K93,Chapter 11 - Diseases of the digestive system,All places,5629
2023,All people,65-74,K00 to K93,Chapter 11 - Diseases of the digestive system,Elsewhere,38
2023,All people,65-74,K00 to K93,Chapter 11 - Diseases of the digestive system,Local authority care homes,11
2023,All people,65-74,K00 to K93,Chapter 11 - Diseases of the digestive system,NHS hospices,26
2023,All people,65-74,K00 to K93,Chapter 11 - Diseases of the digestive system,NHS hospitals,4122
2023,All people,65-74,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-NHS hospices,119
2023,All people,65-74,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-NHS hospitals,4
2023,All people,65-74,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-local authority care homes,173
2023,All people,65-74,K00 to K93,Chapter 11 - Diseases of the digestive system,Other communal establishments,9
2023,All people,65-74,K00 to K93,Chapter 11 - Diseases of the digestive system,Private homes,1127
2023,All people,65-74,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,All places,343
2023,All people,65-74,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Elsewhere,2
2023,All people,65-74,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Local authority care homes,0
2023,All people,65-74,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,NHS hospices,1
2023,All people,65-74,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,NHS hospitals,297
2023,All people,65-74,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-NHS hospices,4
2023,All people,65-74,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-NHS hospitals,0
2023,All people,65-74,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-local authority care homes,5
2023,All people,65-74,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Other communal establishments,0
2023,All people,65-74,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Private homes,34
2023,All people,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,All places,651
2023,All people,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Elsewhere,4
2023,All people,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Local authority care homes,1
2023,All people,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,NHS hospices,1
2023,All people,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,NHS hospitals,510
2023,All people,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-NHS hospices,12
2023,All people,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-NHS hospitals,1
2023,All people,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-local authority care homes,28
2023,All people,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Other communal establishments,0
2023,All people,65-74,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Private homes,94
2023,All people,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,All places,964
2023,All people,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Elsewhere,8
2023,All people,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Local authority care homes,2
2023,All people,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,NHS hospices,2
2023,All people,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,NHS hospitals,683
2023,All people,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-NHS hospices,17
2023,All people,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-NHS hospitals,0
2023,All people,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-local authority care homes,76
2023,All people,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Other communal establishments,4
2023,All people,65-74,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Private homes,172
2023,All people,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",All places,0
2023,All people,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Elsewhere,0
2023,All people,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Local authority care homes,0
2023,All people,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",NHS hospices,0
2023,All people,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",NHS hospitals,0
2023,All people,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-NHS hospices,0
2023,All people,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-NHS hospitals,0
2023,All people,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-local authority care homes,0
2023,All people,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Other communal establishments,0
2023,All people,65-74,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Private homes,0
2023,All people,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,All places,0
2023,All people,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Elsewhere,0
2023,All people,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Local authority care homes,0
2023,All people,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,NHS hospices,0
2023,All people,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,NHS hospitals,0
2023,All people,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-NHS hospices,0
2023,All people,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-NHS hospitals,0
2023,All people,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-local authority care homes,0
2023,All people,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Other communal establishments,0
2023,All people,65-74,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Private homes,0
2023,All people,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",All places,198
2023,All people,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Elsewhere,5
2023,All people,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Local authority care homes,2
2023,All people,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",NHS hospices,1
2023,All people,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",NHS hospitals,100
2023,All people,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-NHS hospices,8
2023,All people,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-NHS hospitals,0
2023,All people,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-local authority care homes,39
2023,All people,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Other communal establishments,6
2023,All people,65-74,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Private homes,37
2023,All people,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",All places,332
2023,All people,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Elsewhere,26
2023,All people,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Local authority care homes,1
2023,All people,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NHS hospices,0
2023,All people,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NHS hospitals,12
2023,All people,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-NHS hospices,1
2023,All people,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-NHS hospitals,0
2023,All people,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-local authority care homes,12
2023,All people,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other communal establishments,1
2023,All people,65-74,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Private homes,279
2023,All people,65-74,U00 to U85,Chapter 22 - Codes for special purposes,All places,1380
2023,All people,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Elsewhere,7
2023,All people,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Local authority care homes,4
2023,All people,65-74,U00 to U85,Chapter 22 - Codes for special purposes,NHS hospices,2
2023,All people,65-74,U00 to U85,Chapter 22 - Codes for special purposes,NHS hospitals,1199
2023,All people,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Non-NHS hospices,14
2023,All people,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Non-NHS hospitals,0
2023,All people,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Non-local authority care homes,58
2023,All people,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Other communal establishments,6
2023,All people,65-74,U00 to U85,Chapter 22 - Codes for special purposes,Private homes,90
2023,All people,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,All places,2564
2023,All people,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Elsewhere,287
2023,All people,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Local authority care homes,4
2023,All people,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,NHS hospices,3
2023,All people,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,NHS hospitals,1390
2023,All people,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-NHS hospices,26
2023,All people,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-NHS hospitals,2
2023,All people,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-local authority care homes,59
2023,All people,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Other communal establishments,8
2023,All people,65-74,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Private homes,785
2023,All people,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,All places,2292
2023,All people,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Elsewhere,6
2023,All people,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Local authority care homes,6
2023,All people,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,NHS hospices,1
2023,All people,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,NHS hospitals,1988
2023,All people,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-NHS hospices,36
2023,All people,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-NHS hospitals,0
2023,All people,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-local authority care homes,132
2023,All people,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Other communal establishments,2
2023,All people,75-84,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Private homes,121
2023,All people,75-84,A00 to R99 U00 to Y89,All causes,All places,171379
2023,All people,75-84,A00 to R99 U00 to Y89,All causes,Elsewhere,2299
2023,All people,75-84,A00 to R99 U00 to Y89,All causes,Local authority care homes,1459
2023,All people,75-84,A00 to R99 U00 to Y89,All causes,NHS hospices,1099
2023,All people,75-84,A00 to R99 U00 to Y89,All causes,NHS hospitals,80159
2023,All people,75-84,A00 to R99 U00 to Y89,All causes,Non-NHS hospices,7796
2023,All people,75-84,A00 to R99 U00 to Y89,All causes,Non-NHS hospitals,93
2023,All people,75-84,A00 to R99 U00 to Y89,All causes,Non-local authority care homes,28568
2023,All people,75-84,A00 to R99 U00 to Y89,All causes,Other communal establishments,417
2023,All people,75-84,A00 to R99 U00 to Y89,All causes,Private homes,49489
2023,All people,75-84,C00 to D48,Chapter 2 - Neoplasms,All places,52470
2023,All people,75-84,C00 to D48,Chapter 2 - Neoplasms,Elsewhere,724
2023,All people,75-84,C00 to D48,Chapter 2 - Neoplasms,Local authority care homes,252
2023,All people,75-84,C00 to D48,Chapter 2 - Neoplasms,NHS hospices,899
2023,All people,75-84,C00 to D48,Chapter 2 - Neoplasms,NHS hospitals,17851
2023,All people,75-84,C00 to D48,Chapter 2 - Neoplasms,Non-NHS hospices,6184
2023,All people,75-84,C00 to D48,Chapter 2 - Neoplasms,Non-NHS hospitals,43
2023,All people,75-84,C00 to D48,Chapter 2 - Neoplasms,Non-local authority care homes,6498
2023,All people,75-84,C00 to D48,Chapter 2 - Neoplasms,Other communal establishments,122
2023,All people,75-84,C00 to D48,Chapter 2 - Neoplasms,Private homes,19897
2023,All people,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,All places,330
2023,All people,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Elsewhere,3
2023,All people,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Local authority care homes,0
2023,All people,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,NHS hospices,1
2023,All people,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,NHS hospitals,223
2023,All people,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Non-NHS hospices,8
2023,All people,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Non-NHS hospitals,0
2023,All people,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Non-local authority care homes,39
2023,All people,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other communal establishments,0
2023,All people,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Private homes,56
2023,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",All places,2772
2023,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Elsewhere,39
2023,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Local authority care homes,29
2023,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",NHS hospices,8
2023,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",NHS hospitals,1324
2023,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-NHS hospices,79
2023,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-NHS hospitals,1
2023,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-local authority care homes,539
2023,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Other communal establishments,8
2023,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Private homes,745
2023,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,All places,11443
2023,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Elsewhere,47
2023,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Local authority care homes,347
2023,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,NHS hospices,15
2023,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,NHS hospitals,3236
2023,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-NHS hospices,72
2023,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-NHS hospitals,2
2023,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-local authority care homes,5973
2023,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Other communal establishments,70
2023,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Private homes,1681
2023,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,All places,13983
2023,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Elsewhere,48
2023,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Local authority care homes,363
2023,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,NHS hospices,29
2023,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,NHS hospitals,3760
2023,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-NHS hospices,232
2023,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-NHS hospitals,7
2023,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-local authority care homes,6719
2023,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Other communal establishments,75
2023,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Private homes,2750
2023,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,All places,6
2023,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Elsewhere,0
2023,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Local authority care homes,0
2023,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,NHS hospices,0
2023,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,NHS hospitals,5
2023,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-NHS hospices,0
2023,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-NHS hospitals,0
2023,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-local authority care homes,1
2023,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Other communal establishments,0
2023,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Private homes,0
2023,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,All places,12
2023,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Elsewhere,0
2023,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Local authority care homes,0
2023,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,NHS hospices,0
2023,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,NHS hospitals,10
2023,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-NHS hospices,0
2023,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-NHS hospitals,0
2023,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-local authority care homes,1
2023,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Other communal establishments,0
2023,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Private homes,1
2023,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,All places,41962
2023,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Elsewhere,953
2023,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Local authority care homes,210
2023,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,NHS hospices,57
2023,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,NHS hospitals,20995
2023,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-NHS hospices,454
2023,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-NHS hospitals,16
2023,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-local authority care homes,4180
2023,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Other communal establishments,57
2023,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Private homes,15040
2023,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,All places,23448
2023,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Elsewhere,164
2023,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Local authority care homes,135
2023,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,NHS hospices,40
2023,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,NHS hospitals,14776
2023,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-NHS hospices,370
2023,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-NHS hospitals,6
