year,sex,age_band,icd_chapter_code,icd_chapter_name,place,deaths
2023,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-local authority care homes,2196
2023,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Other communal establishments,37
2023,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Private homes,5724
2023,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,All places,7815
2023,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Elsewhere,41
2023,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Local authority care homes,13
2023,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,NHS hospices,26
2023,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,NHS hospitals,5911
2023,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-NHS hospices,185
2023,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-NHS hospitals,9
2023,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-local authority care homes,458
2023,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Other communal establishments,14
2023,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Private homes,1158
2023,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,All places,767
2023,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Elsewhere,1
2023,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Local authority care homes,3
2023,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,NHS hospices,2
2023,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,NHS hospitals,630
2023,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-NHS hospices,9
2023,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-NHS hospitals,0
2023,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-local authority care homes,57
2023,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Other communal establishments,0
2023,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Private homes,65
2023,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,All places,1404
2023,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Elsewhere,5
2023,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Local authority care homes,9
2023,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,NHS hospices,5
2023,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,NHS hospitals,969
2023,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-NHS hospices,28
2023,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-NHS hospitals,2
2023,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-local authority care homes,172
2023,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Other communal establishments,0
2023,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Private homes,214
2023,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,All places,2593
2023,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Elsewhere,17
2023,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Local authority care homes,16
2023,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,NHS hospices,5
2023,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,NHS hospitals,1721
2023,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-NHS hospices,45
2023,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-NHS hospitals,1
2023,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-local authority care homes,307
2023,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Other communal establishments,8
2023,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Private homes,473
2023,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",All places,0
2023,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Elsewhere,0
2023,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Local authority care homes,0
2023,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",NHS hospices,0
2023,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",NHS hospitals,0
2023,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-NHS hospices,0
2023,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-NHS hospitals,0
2023,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-local authority care homes,0
2023,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Other communal establishments,0
2023,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Private homes,0
2023,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,All places,0
2023,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Elsewhere,0
2023,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Local authority care homes,0
2023,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,NHS hospices,0
2023,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,NHS hospitals,0
2023,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-NHS hospices,0
2023,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-NHS hospitals,0
2023,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-local authority care homes,0
2023,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Other communal establishments,0
2023,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Private homes,0
2023,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",All places,159
2023,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Elsewhere,1
2023,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Local authority care homes,2
2023,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",NHS hospices,2
2023,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",NHS hospitals,74
2023,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-NHS hospices,8
2023,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-NHS hospitals,1
2023,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-local authority care homes,17
2023,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Other communal establishments,1
2023,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Private homes,53
2023,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",All places,1667
2023,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Elsewhere,23
2023,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Local authority care homes,40
2023,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NHS hospices,3
2023,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NHS hospitals,177
2023,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-NHS hospices,4
2023,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-NHS hospitals,0
2023,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-local authority care homes,730
2023,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other communal establishments,11
2023,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Private homes,679
2023,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,All places,3689
2023,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Elsewhere,9
2023,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Local authority care homes,23
2023,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,NHS hospices,1
2023,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,NHS hospitals,3102
2023,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Non-NHS hospices,27
2023,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Non-NHS hospitals,3
2023,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Non-local authority care homes,321
2023,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Other communal establishments,5
2023,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Private homes,198
2023,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,All places,4567
2023,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Elsewhere,218
2023,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Local authority care homes,11
2023,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,NHS hospices,5
2023,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,NHS hospitals,3407
2023,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-NHS hospices,55
2023,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-NHS hospitals,2
2023,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-local authority care homes,228
2023,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Other communal establishments,7
2023,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Private homes,634
2023,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,All places,3248
2023,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Elsewhere,0
2023,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Local authority care homes,21
2023,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,NHS hospices,4
2023,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,NHS hospitals,2804
2023,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-NHS hospices,32
2023,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-NHS hospitals,1
2023,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-local authority care homes,256
2023,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Other communal establishments,0
2023,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Private homes,130
2023,All people,85+,A00 to R99 U00 to Y89,All causes,All places,228663
2023,All people,85+,A00 to R99 U00 to Y89,All causes,Elsewhere,1984
2023,All people,85+,A00 to R99 U00 to Y89,All causes,Local authority care homes,4617
2023,All people,85+,A00 to R99 U00 to Y89,All causes,NHS hospices,592
2023,All people,85+,A00 to R99 U00 to Y89,All causes,NHS hospitals,89487
2023,All people,85+,A00 to R99 U00 to Y89,All causes,Non-NHS hospices,4708
2023,All people,85+,A00 to R99 U00 to Y89,All causes,Non-NHS hospitals,84
2023,All people,85+,A00 to R99 U00 to Y89,All causes,Non-local authority care homes,75115
2023,All people,85+,A00 to R99 U00 to Y89,All causes,Other communal establishments,684
2023,All people,85+,A00 to R99 U00 to Y89,All causes,Private homes,51392
2023,All people,85+,C00 to D48,Chapter 2 - Neoplasms,All places,35703
2023,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Elsewhere,507
2023,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Local authority care homes,399
2023,All people,85+,C00 to D48,Chapter 2 - Neoplasms,NHS hospices,365
2023,All people,85+,C00 to D48,Chapter 2 - Neoplasms,NHS hospitals,10328
2023,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Non-NHS hospices,2767
2023,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Non-NHS hospitals,25
2023,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Non-local authority care homes,8849
2023,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Other communal establishments,91
2023,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Private homes,12372
2023,All people,85+,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,All places,461
